axis,axis_value,strategy,runs,is_base_value,accuracy_mean,accuracy_sd,false_confident_consensus_rate_mean,false_confident_consensus_rate_sd,independent_roots_per_question_mean,independent_roots_per_question_sd,resolved_gap_rate_mean,resolved_gap_rate_sd,questions_per_claim_mean,questions_per_claim_sd,final_independent_roots_mean,final_independent_roots_sd
min_independent_roots,2,lineage,8,0,0.80225,0.006853917892431335,0.025,0.0033046383948376135,1.0,0.0,0.0,0.0,0.016416666666666666,0.0033606027426119254,3.240666666666667,0.01931526249056338
min_independent_roots,2,continual,8,0,0.8675,0.004947341758580099,0.028333333333333332,0.002713867971195238,0.835195417117797,0.009641925873623803,0.26022296602218775,0.016984801281796767,1.7214166666666666,0.026332278459884312,4.662,0.04026105290417014
min_independent_roots,3,none,8,1,0.8023333333333333,0.006502746672423445,0.028166666666666666,0.0035945284698601183,0.0,0.0,0.0,0.0,0.0,0.0,3.22425,0.020041029343396067
min_independent_roots,3,random,8,1,0.8245833333333333,0.0057064430307760365,0.016916666666666667,0.003245265171252733,0.23025,0.0047904041354884744,0.101001983810665,0.009223728346715402,3.0,0.0,3.915,0.023096759890952657
min_independent_roots,3,uncertainty,8,1,0.8241666666666667,0.0034503277967117925,0.028583333333333332,0.0035534467952938495,0.2323545159694454,0.007476019768522002,0.006299545322133908,0.0010134318951471755,1.1746666666666667,0.02734610619100138,3.49725,0.023921664485274222
min_independent_roots,3,lineage,8,1,0.8201666666666667,0.008734169352933004,0.015166666666666667,0.0022182504188289747,0.9254264425143044,0.01682330011229473,0.00013935340022296544,0.00039415093711624724,0.24633333333333332,0.009881841612310613,3.452166666666667,0.014270626953669329
min_independent_roots,3,continual,8,1,0.8709166666666667,0.004753444866119546,0.019,0.0031065726533904933,0.8427637381994493,0.008626717652312174,0.26271561102035645,0.01604643786836697,1.9383333333333332,0.02698618106094247,4.857833333333334,0.042054763994144345
min_independent_roots,4,none,8,0,0.8023333333333333,0.006502746672423445,0.028166666666666666,0.0035945284698601183,0.0,0.0,0.0,0.0,0.0,0.0,3.22425,0.020041029343396067
min_independent_roots,4,random,8,0,0.8245833333333333,0.0057064430307760365,0.016916666666666667,0.003245265171252733,0.23025,0.0047904041354884744,0.101001983810665,0.009223728346715402,3.0,0.0,3.915,0.023096759890952657
min_independent_roots,4,uncertainty,8,0,0.8241666666666667,0.0034503277967117925,0.028583333333333332,0.0035534467952938495,0.2323545159694454,0.007476019768522002,0.006299545322133908,0.0010134318951471755,1.1746666666666667,0.02734610619100138,3.49725,0.023921664485274222
min_independent_roots,4,lineage,8,0,0.8205,0.00851329492477446,0.007416666666666667,0.0014447496625026731,0.9059537643684712,0.009310215156939007,0.00042328527463123916,0.0005842273279158813,0.9109166666666667,0.01805437114552367,4.049416666666667,0.010464983182780224
min_independent_roots,4,continual,8,0,0.8705,0.006898354991394809,0.0135,0.0021006423809631215,0.8463511261585683,0.008265703450112346,0.2655273124421334,0.013376191633509959,2.316333333333333,0.022044687658668582,5.184666666666667,0.03422799374131583
min_independent_roots,5,none,8,0,0.8023333333333333,0.006502746672423445,0.028166666666666666,0.0035945284698601183,0.0,0.0,0.0,0.0,0.0,0.0,3.22425,0.020041029343396067
min_independent_roots,5,random,8,0,0.8245833333333333,0.0057064430307760365,0.016916666666666667,0.003245265171252733,0.23025,0.0047904041354884744,0.101001983810665,0.009223728346715402,3.0,0.0,3.915,0.023096759890952657
