experiment_name,evidence_class,agent_scale,seed,strategy,runtime_sec,accuracy,false_confident_consensus_rate,questions_per_claim,independent_roots_per_question,conflict_detection_rate,resolved_gap_rate,final_independent_roots,total_questions,total_new_roots,n_claims
continual_discovery_synthetic,synthetic_simulation,10000,2,random,0.1962390089999957,0.8355,0.0165,3.0,0.23333333333333334,0.7968009478672986,0.09621993127147767,3.9235,6000,1400,2000
continual_discovery_synthetic,synthetic_simulation,10000,2,uncertainty,0.1232497260000116,0.8325,0.025,1.138,0.22671353251318102,0.6848341232227488,0.00429553264604811,3.4815,2276,516,2000
continual_discovery_synthetic,synthetic_simulation,10000,2,lineage,0.09117792199999997,0.8275,0.0155,0.2455,0.9205702647657841,0.7328199052132701,0.0,3.4495,491,452,2000
continual_discovery_synthetic,synthetic_simulation,10000,2,continual,0.1893323190000018,0.876,0.019,1.8985,0.8472478272320253,0.7334123222748815,0.2654639175257732,4.832,3797,3217,2000
continual_discovery_synthetic,synthetic_simulation,10000,3,none,0.07580524399999433,0.802,0.0275,0.0,0.0,0.7049278846153846,0.0,3.2315,0,0,2000
continual_discovery_synthetic,synthetic_simulation,10000,3,random,0.1934255279999917,0.8235,0.021,3.0,0.23466666666666666,0.8022836538461539,0.10204081632653061,3.9355,6000,1408,2000
continual_discovery_synthetic,synthetic_simulation,10000,3,uncertainty,0.12259621399999787,0.8325,0.029,1.143,0.25240594925634297,0.7019230769230769,0.007653061224489796,3.52,2286,577,2000
continual_discovery_synthetic,synthetic_simulation,10000,3,lineage,0.0920237029999953,0.8175,0.014,0.237,0.9261603375527426,0.7602163461538461,0.0,3.451,474,439,2000
continual_discovery_synthetic,synthetic_simulation,10000,3,continual,0.19047349999999597,0.8665,0.0205,1.922,0.8389698231009365,0.7578125,0.25,4.844,3844,3225,2000
continual_discovery_synthetic,synthetic_simulation,10000,4,none,0.07624958600000298,0.81,0.0265,0.0,0.0,0.6952323476161738,0.0,3.231,0,0,2000
continual_discovery_synthetic,synthetic_simulation,10000,4,random,0.19645876399999906,0.829,0.015,3.0,0.21783333333333332,0.7797223898611949,0.11262798634812286,3.8845,6000,1307,2000
continual_discovery_synthetic,synthetic_simulation,10000,4,uncertainty,0.12677724899999987,0.823,0.0265,1.1305,0.23219814241486067,0.6940253470126735,0.010238907849829351,3.4935,2261,525,2000
continual_discovery_synthetic,synthetic_simulation,10000,4,lineage,0.09199679000001026,0.8205,0.0105,0.231,0.9285714285714286,0.7507543753771877,0.0,3.4455,462,429,2000
continual_discovery_synthetic,synthetic_simulation,10000,4,continual,0.19231469700000048,0.8695,0.016,1.9075,0.8325032765399738,0.7489438744719372,0.2738907849829352,4.819,3815,3176,2000
continual_discovery_synthetic,synthetic_simulation,10000,5,none,0.07573382500000037,0.824,0.0325,0.0,0.0,0.6855123674911661,0.0,3.2555,0,0,2000
continual_discovery_synthetic,synthetic_simulation,10000,5,random,0.19478664199999685,0.842,0.0175,3.0,0.2235,0.7779740871613663,0.11561181434599156,3.926,6000,1341,2000
continual_discovery_synthetic,synthetic_simulation,10000,5,uncertainty,0.1238611680000048,0.84,0.033,1.121,0.2288135593220339,0.6813898704358068,0.008438818565400843,3.512,2242,513,2000
continual_discovery_synthetic,synthetic_simulation,10000,5,lineage,0.09080650800000001,0.8425,0.021,0.227,0.9295154185022027,0.7355712603062426,0.0,3.4665,454,422,2000
continual_discovery_synthetic,synthetic_simulation,10000,5,continual,0.19141665600000124,0.8765,0.022,1.9315,0.8379497799637587,0.7414605418138988,0.2810126582278481,4.874,3863,3237,2000
continual_discovery_synthetic,synthetic_simulation,10000,6,none,0.07495547599999952,0.801,0.024,0.0,0.0,0.6934046345811051,0.0,3.277,0,0,2000
continual_discovery_synthetic,synthetic_simulation,10000,6,random,0.1943073460000022,0.832,0.019,3.0,0.23116666666666666,0.7825311942959001,0.09490940465918896,3.9705,6000,1387,2000
continual_discovery_synthetic,synthetic_simulation,10000,6,uncertainty,0.12048134500000174,0.839,0.0245,1.105,0.23665158371040723,0.6898395721925134,0.0060396893874029335,3.5385,2210,523,2000
continual_discovery_synthetic,synthetic_simulation,10000,6,lineage,0.0903746070000011,0.8225,0.011,0.225,0.9266666666666666,0.7391562685680333,0.0,3.4855,450,417,2000
continual_discovery_synthetic,synthetic_simulation,10000,6,continual,0.18946801799999946,0.872,0.017,1.8785,0.8347085440511046,0.7397504456327986,0.24849007765314926,4.845,3757,3136,2000
continual_discovery_synthetic,synthetic_simulation,10000,7,none,0.07536836399999913,0.8125,0.0325,0.0,0.0,0.6772486772486772,0.0,3.2235,0,0,2000
continual_discovery_synthetic,synthetic_simulation,10000,7,random,0.1920920289999941,0.834,0.0155,3.0,0.23,0.7918871252204586,0.09314140558848434,3.9135,6000,1380,2000
continual_discovery_synthetic,synthetic_simulation,10000,7,uncertainty,0.12449586699999315,0.8335,0.033,1.1315,0.23641184268669907,0.6748971193415638,0.007620660457239628,3.491,2263,535,2000
continual_discovery_synthetic,synthetic_simulation,10000,7,lineage,0.09428012200000069,0.83,0.0165,0.2455,0.9592668024439919,0.733098177542622,0.0,3.459,491,471,2000
continual_discovery_synthetic,synthetic_simulation,10000,7,continual,0.1998998709999995,0.8645,0.0225,1.9375,0.8516129032258064,0.7389770723104057,0.2497883149872989,4.8735,3875,3300,2000
continual_discovery_synthetic,synthetic_simulation,10000,8,none,0.0776271170000058,0.8185,0.0225,0.0,0.0,0.6939140811455847,0.0,3.2075,0,0,2000
continual_discovery_synthetic,synthetic_simulation,10000,8,random,0.19524026499999536,0.836,0.013,3.0,0.22233333333333333,0.7828162291169452,0.10517241379310345,3.8745,6000,1334,2000
continual_discovery_synthetic,synthetic_simulation,10000,8,uncertainty,0.12459716600000093,0.835,0.0235,1.1435,0.240052470485352,0.6903341288782816,0.011206896551724138,3.482,2287,549,2000
continual_discovery_synthetic,synthetic_simulation,10000,8,lineage,0.09551077300000088,0.836,0.01,0.268,0.9085820895522388,0.7547732696897375,0.0,3.451,536,487,2000
continual_discovery_synthetic,synthetic_simulation,10000,8,continual,0.19544042600000466,0.875,0.015,1.9445,0.847518642324505,0.752983293556086,0.253448275862069,4.8555,3889,3296,2000
continual_discovery_synthetic,synthetic_simulation,10000,9,none,0.07480979099999274,0.81,0.0275,0.0,0.0,0.7071724955542383,0.0,3.252,0,0,2000
continual_discovery_synthetic,synthetic_simulation,10000,9,random,0.19310520300000178,0.833,0.0165,3.0,0.2285,0.8008298755186722,0.09747899159663866,3.9375,6000,1371,2000
continual_discovery_synthetic,synthetic_simulation,10000,9,uncertainty,0.12308594300000664,0.84,0.028,1.152,0.2300347222222222,0.7059869590989923,0.005042016806722689,3.517,2304,530,2000
continual_discovery_synthetic,synthetic_simulation,10000,9,lineage,0.09153532900000982,0.822,0.013,0.234,0.9081196581196581,0.7581505631298162,0.0,3.4645,468,425,2000
continual_discovery_synthetic,synthetic_simulation,10000,9,continual,0.19313884000000314,0.8665,0.02,1.9125,0.8379084967320262,0.7516301126259632,0.25882352941176473,4.8545,3825,3205,2000
