strategy,mix,equalize_storage,condition,system,accuracy_macro,acc_ci_low,acc_ci_high,acc_revision_sensitive,knowledge_survival,iss,contradiction_f1,storage_per_claim,messages_per_claim,n_seeds
hybrid,"0.0,0.0,1.0",True,random|0.3|root|0.2|0|post_failure,B6,0.4768134725986705,0.47404959119124157,0.47957735400609947,0.11695586244359808,0.7175233333333332,0.8108645876248678,0.827805613955604,4.0,8.0,15
hybrid,"0.0,0.0,1.0",True,random|0.3|root|0.2|0|post_failure,B7,0.6866491774808152,0.6830962513900593,0.6902021035715712,0.6192652985190339,0.7870466666666668,0.8100191235542298,0.7791597219891548,4.0,17.11974,15
hybrid,"0.0,0.0,1.0",True,random|0.5|none|0.0|0|post_failure,B3,0.5633322237971242,0.5612231556073974,0.565441291986851,0.08435067674561655,0.8216833333333334,0.6229475498199463,0.4564412682571348,4.0,8.0,15
hybrid,"0.0,0.0,1.0",True,random|0.5|none|0.0|0|post_failure,B3Q,0.8091347715685185,0.8062925807035626,0.8119769624334745,0.6800906841352407,0.8992533333333333,0.6301704406738281,0.2991302043031804,4.0,17.12334,15
hybrid,"0.0,0.0,1.0",True,random|0.5|none|0.0|0|post_failure,B6,0.5749627139683606,0.5724738488060345,0.5774515791306868,0.14338449760142544,0.8217233333333335,0.686733603477478,0.6409446071009085,4.0,8.0,15
hybrid,"0.0,0.0,1.0",True,random|0.5|none|0.0|0|post_failure,B7,0.816543418714388,0.8146780170827944,0.8184088203459815,0.7110380937510373,0.9000733333333334,0.6868787050247193,0.3997122148898889,4.0,17.11974,15
hybrid,"0.0,0.0,1.0",True,targeted_whitebox|0.5|none|0.0|0|post_failure,B3,0.44212502272297094,0.44036071327939236,0.4438893321665495,0.07071845735226732,0.6791533333333334,0.5041407962640126,0.35117138268655534,4.0,8.0,15
hybrid,"0.0,0.0,1.0",True,targeted_whitebox|0.5|none|0.0|0|post_failure,B3Q,0.6297623768534594,0.627301005667208,0.6322237480397107,0.5419561689237746,0.74039,0.5083629886309305,0.23953206459700024,4.0,17.12334,15
hybrid,"0.0,0.0,1.0",True,targeted_whitebox|0.5|none|0.0|0|post_failure,B6,0.4518455578193294,0.45009746312938675,0.453593652509272,0.12028832174719756,0.6788500000000002,0.5500710725784301,0.5086805480652908,4.0,8.0,15
hybrid,"0.0,0.0,1.0",True,targeted_whitebox|0.5|none|0.0|0|post_failure,B7,0.6365346258490499,0.6343674580644455,0.6387017936336542,0.568996793758293,0.7409933333333334,0.5498991052309672,0.33467786484708417,4.0,17.11974,15
hybrid,"0.0,1.0,0.0",True,correlated_org|0.5|none|0.0|0|post_failure,B3,0.5626755413368676,0.5611145388456362,0.564236543828099,0.08272918309550491,0.8210266666666667,0.6220267097155253,0.45794556065792147,4.0,8.0,15
hybrid,"0.0,1.0,0.0",True,correlated_org|0.5|none|0.0|0|post_failure,B3Q,0.8051087355586884,0.8028976613983619,0.807319809719015,0.6744219893011648,0.8983733333333332,0.6294978618621826,0.2988298502632203,4.0,15.923340000000001,15
hybrid,"0.0,1.0,0.0",True,correlated_org|0.5|none|0.0|0|post_failure,B6,0.5760815228311722,0.5736536110926442,0.5785094345697002,0.14178102828895156,0.8230966666666666,0.6875668327013652,0.640266232098795,4.0,8.0,15
hybrid,"0.0,1.0,0.0",True,correlated_org|0.5|none|0.0|0|post_failure,B7,0.6021062210020778,0.5992520201875243,0.6049604218166312,0.19980146201169405,0.83301,0.6883664727210999,0.5975015045198482,4.0,12.089853333333332,15
hybrid,"0.0,1.0,0.0",True,random|0.3|node_coordinated|0.2|0|post_failure,B3,0.499793919717396,0.49621969090148,0.503368148533312,0.0682768299103315,0.75243,0.706067955493927,0.5399097222648485,4.0,8.0,15
hybrid,"0.0,1.0,0.0",True,random|0.3|node_coordinated|0.2|0|post_failure,B3Q,0.6026207147226829,0.5977158439695495,0.6075255854758163,0.4986457129661924,0.7243499999999999,0.7162520209948222,0.554728868201533,4.0,15.923340000000001,15
hybrid,"0.0,1.0,0.0",True,random|0.3|node_coordinated|0.2|0|post_failure,B6,0.5097732621679713,0.505687830659618,0.5138586936763245,0.11867121716260162,0.7523466666666665,0.8100167473157247,0.5560980740055423,4.0,8.0,15
hybrid,"0.0,1.0,0.0",True,random|0.3|node_coordinated|0.2|0|post_failure,B7,0.5224530722652863,0.5188116066870322,0.5260945378435403,0.1601459502751857,0.75043,0.8100269198417663,0.5652439715850874,4.0,12.089853333333332,15
hybrid,"0.0,1.0,0.0",True,random|0.3|root|0.2|0|post_failure,B3,0.45823520280013746,0.4559515919780674,0.46051881362220753,0.06620035831345335,0.7030133333333332,0.7059718847274781,0.6276397297032829,4.0,8.0,15
hybrid,"0.0,1.0,0.0",True,random|0.3|root|0.2|0|post_failure,B3Q,0.6669509897436393,0.6639622610411003,0.6699397184461783,0.5833055781114491,0.7704333333333331,0.7164779583613078,0.6132666256121898,4.0,15.923340000000001,15
hybrid,"0.0,1.0,0.0",True,random|0.3|root|0.2|0|post_failure,B6,0.4768134725986705,0.47404959119124157,0.47957735400609947,0.11695586244359808,0.7175233333333332,0.8108645876248678,0.827805613955604,4.0,8.0,15
hybrid,"0.0,1.0,0.0",True,random|0.3|root|0.2|0|post_failure,B7,0.4996508987436522,0.4969107094456087,0.5023910880416957,0.16975711752344086,0.7266966666666667,0.8100191235542298,0.8180523613346213,4.0,12.089853333333332,15
hybrid,"0.0,1.0,0.0",True,random|0.5|none|0.0|0|post_failure,B3,0.5633322237971242,0.5612231556073974,0.565441291986851,0.08435067674561655,0.8216833333333334,0.6229475498199463,0.4564412682571348,4.0,8.0,15
hybrid,"0.0,1.0,0.0",True,random|0.5|none|0.0|0|post_failure,B3Q,0.8091347715685185,0.8062925807035626,0.8119769624334745,0.6800906841352407,0.8992533333333333,0.6301704406738281,0.2991302043031804,4.0,15.923340000000001,15
hybrid,"0.0,1.0,0.0",True,random|0.5|none|0.0|0|post_failure,B6,0.5749627139683606,0.5724738488060345,0.5774515791306868,0.14338449760142544,0.8217233333333335,0.686733603477478,0.6409446071009085,4.0,8.0,15
hybrid,"0.0,1.0,0.0",True,random|0.5|none|0.0|0|post_failure,B7,0.5997702208261007,0.5977814714296888,0.6017589702225125,0.1989999915625254,0.8315566666666666,0.6868787050247193,0.5922924071875822,4.0,12.089853333333332,15
hybrid,"0.0,1.0,0.0",True,targeted_whitebox|0.5|none|0.0|0|post_failure,B3,0.44212502272297094,0.44036071327939236,0.4438893321665495,0.07071845735226732,0.6791533333333334,0.5041407962640126,0.35117138268655534,4.0,8.0,15
hybrid,"0.0,1.0,0.0",True,targeted_whitebox|0.5|none|0.0|0|post_failure,B3Q,0.6297623768534594,0.627301005667208,0.6322237480397107,0.5419561689237746,0.74039,0.5083629886309305,0.23953206459700024,4.0,15.923340000000001,15
hybrid,"0.0,1.0,0.0",True,targeted_whitebox|0.5|none|0.0|0|post_failure,B6,0.4518455578193294,0.45009746312938675,0.453593652509272,0.12028832174719756,0.6788500000000002,0.5500710725784301,0.5086805480652908,4.0,8.0,15
hybrid,"0.0,1.0,0.0",True,targeted_whitebox|0.5|none|0.0|0|post_failure,B7,0.46891086407265575,0.4658876547325225,0.471934073412789,0.16107719100170081,0.6861733333333334,0.5498991052309672,0.47530592006059197,4.0,12.089853333333332,15
hybrid,"1.0,0.0,0.0",True,correlated_org|0.5|none|0.0|0|post_failure,B3,0.5626755413368676,0.5611145388456362,0.564236543828099,0.08272918309550491,0.8210266666666667,0.6220267097155253,0.45794556065792147,4.0,8.0,15
hybrid,"1.0,0.0,0.0",True,correlated_org|0.5|none|0.0|0|post_failure,B3Q,0.8069735428272382,0.8050562215029243,0.8088908641515521,0.6784761128033449,0.8990399999999998,0.622939928372701,0.2993152716990781,4.0,14.721879999999997,15
hybrid,"1.0,0.0,0.0",True,correlated_org|0.5|none|0.0|0|post_failure,B6,0.5760815228311722,0.5736536110926442,0.5785094345697002,0.14178102828895156,0.8230966666666666,0.6875668327013652,0.640266232098795,4.0,8.0,15
hybrid,"1.0,0.0,0.0",True,correlated_org|0.5|none|0.0|0|post_failure,B7,0.8171652291305929,0.8151174472517013,0.8192130110094844,0.7143589568317222,0.9009133333333332,0.687144649028778,0.4046258189022524,4.0,14.718286666666668,15
hybrid,"1.0,0.0,0.0",True,random|0.3|node_coordinated|0.2|0|post_failure,B3,0.499793919717396,0.49621969090148,0.503368148533312,0.0682768299103315,0.75243,0.706067955493927,0.5399097222648485,4.0,8.0,15
hybrid,"1.0,0.0,0.0",True,random|0.3|node_coordinated|0.2|0|post_failure,B3Q,0.6006747044234544,0.5965103014626278,0.6048391073842809,0.4934011040205347,0.7237166666666667,0.7058971166610718,0.5492186561293831,4.0,14.721879999999997,15
hybrid,"1.0,0.0,0.0",True,random|0.3|node_coordinated|0.2|0|post_failure,B6,0.5097732621679713,0.505687830659618,0.5138586936763245,0.11867121716260162,0.7523466666666665,0.8100167473157247,0.5560980740055423,4.0,8.0,15
hybrid,"1.0,0.0,0.0",True,random|0.3|node_coordinated|0.2|0|post_failure,B7,0.6081289303126035,0.6040959348099011,0.6121619258153059,0.5253179059770081,0.7258266666666666,0.8100846409797668,0.5842201930861269,4.0,14.718286666666668,15
hybrid,"1.0,0.0,0.0",True,random|0.3|root|0.2|0|post_failure,B3,0.45823520280013746,0.4559515919780674,0.46051881362220753,0.06620035831345335,0.7030133333333332,0.7059718847274781,0.6276397297032829,4.0,8.0,15
hybrid,"1.0,0.0,0.0",True,random|0.3|root|0.2|0|post_failure,B3Q,0.666784199493004,0.6642215276106839,0.6693468713753242,0.5834574787119534,0.7698566666666667,0.7060162822405497,0.5919004147168359,4.0,14.721879999999997,15
hybrid,"1.0,0.0,0.0",True,random|0.3|root|0.2|0|post_failure,B6,0.4768134725986705,0.47404959119124157,0.47957735400609947,0.11695586244359808,0.7175233333333332,0.8108645876248678,0.827805613955604,4.0,8.0,15
hybrid,"1.0,0.0,0.0",True,random|0.3|root|0.2|0|post_failure,B7,0.6866169095047545,0.6833801985068296,0.6898536205026794,0.6210219192934463,0.7866866666666666,0.810416599114736,0.7830895641371843,4.0,14.718286666666668,15
hybrid,"1.0,0.0,0.0",True,random|0.5|none|0.0|0|post_failure,B3,0.5633322237971242,0.5612231556073974,0.565441291986851,0.08435067674561655,0.8216833333333334,0.6229475498199463,0.4564412682571348,4.0,8.0,15
hybrid,"1.0,0.0,0.0",True,random|0.5|none|0.0|0|post_failure,B3Q,0.8074624021151139,0.8056886635470171,0.8092361406832107,0.6757629509006232,0.8987333333333335,0.6227999130884806,0.2988936830264365,4.0,14.721879999999997,15
hybrid,"1.0,0.0,0.0",True,random|0.5|none|0.0|0|post_failure,B6,0.5749627139683606,0.5724738488060345,0.5774515791306868,0.14338449760142544,0.8217233333333335,0.686733603477478,0.6409446071009085,4.0,8.0,15
hybrid,"1.0,0.0,0.0",True,random|0.5|none|0.0|0|post_failure,B7,0.8185438030824909,0.8168727351934649,0.8202148709715168,0.7143436687000614,0.9010566666666666,0.6874559005101522,0.40356247552446584,4.0,14.718286666666668,15
hybrid,"1.0,0.0,0.0",True,targeted_whitebox|0.5|none|0.0|0|post_failure,B3,0.44212502272297094,0.44036071327939236,0.4438893321665495,0.07071845735226732,0.6791533333333334,0.5041407962640126,0.35117138268655534,4.0,8.0,15
hybrid,"1.0,0.0,0.0",True,targeted_whitebox|0.5|none|0.0|0|post_failure,B3Q,0.6296889190600684,0.6278763957224366,0.6315014423977002,0.5393692738725073,0.74044,0.504007750749588,0.23767826487641291,4.0,14.721879999999997,15
hybrid,"1.0,0.0,0.0",True,targeted_whitebox|0.5|none|0.0|0|post_failure,B6,0.4518455578193294,0.45009746312938675,0.453593652509272,0.12028832174719756,0.6788500000000002,0.5500710725784301,0.5086805480652908,4.0,8.0,15
hybrid,"1.0,0.0,0.0",True,targeted_whitebox|0.5|none|0.0|0|post_failure,B7,0.6376974357423263,0.6352664451932003,0.6401284262914523,0.5717031542472963,0.7413966666666667,0.5505919694900513,0.3323431147365025,4.0,14.718286666666668,15
