n_agents,regime,severity,corruption_type,corruption_level,partition_parts,phase,metric,system,baseline,mean_system,mean_baseline,mean_diff,ci_low,ci_high,cohens_dz,p_paired_t,n_pairs
100,random,0.9,none,0.0,0,post_failure,iss,B7,B2,0.20544329384962717,0.8961081882317861,-0.690664894382159,-0.6930562615767121,-0.6882112590099374,-100.08706006159761,8.749083689830165e-60,30
100,random,0.9,none,0.0,0,post_failure,accuracy_macro,B7,B3Q,0.24211382035509327,0.25233086294566065,-0.010217042590567361,-0.015407947667219035,-0.005352044695185108,-0.7062154487000925,0.0005716810049900611,30
100,targeted_whitebox,0.1,none,0.0,0,post_failure,iss,B6,B2,0.8869892418384552,1.0,-0.1130107581615448,-0.114383877714475,-0.11170262927810351,-29.706821046087594,1.7139955992048934e-44,30
100,targeted_whitebox,0.1,none,0.0,0,post_failure,iss,B6,B4,0.8869892418384552,0.9663934310277303,-0.07940418918927511,-0.08582616403698921,-0.07056939274072647,-3.5911825833809288,2.576998654385857e-18,30
100,targeted_whitebox,0.1,none,0.0,0,post_failure,iss,B7,B2,0.8871084372202556,1.0,-0.11289156277974446,-0.11433052693804105,-0.1114268392821153,-27.369896110900868,1.8396297461555903e-43,30
100,targeted_whitebox,0.1,none,0.0,0,post_failure,knowledge_survival,B7,B3Q,0.9426500000000001,0.9621333333333334,-0.019483333333333335,-0.02131666666666665,-0.017633333333333345,-3.7841822932053906,6.225931351099705e-19,30
100,targeted_whitebox,0.1,none,0.0,0,post_failure,accuracy_macro,B7,B3Q,0.8375547448145564,0.8912617431228032,-0.05370699830824683,-0.05927715855760594,-0.04830387395278082,-3.4094389704114647,1.0443723242946167e-17,30
100,targeted_whitebox,0.3,none,0.0,0,post_failure,knowledge_survival,B6,B2,0.8586666666666668,0.8743499999999998,-0.01568333333333333,-0.017383333333333337,-0.013866666666666657,-3.14373900084856,9.095384717815671e-17,30
100,targeted_whitebox,0.3,none,0.0,0,post_failure,iss,B6,B2,0.7835048298041026,1.0,-0.21649517019589742,-0.21873462374011673,-0.21430447990695636,-34.45857219772654,2.327717760227165e-46,30
100,targeted_whitebox,0.3,none,0.0,0,post_failure,iss,B6,B4,0.7835048298041026,0.8230234245459239,-0.03951859474182129,-0.05606770495573679,-0.022087006320556015,-0.817701924080802,0.00010767806844526925,30
100,targeted_whitebox,0.3,none,0.0,0,post_failure,iss,B7,B2,0.7853061517079671,1.0,-0.2146938482920329,-0.2167775832613309,-0.21254844173789025,-35.52789997639061,9.601271074292762e-47,30
100,targeted_whitebox,0.3,none,0.0,0,post_failure,knowledge_survival,B7,B3Q,0.9242666666666667,0.9412833333333334,-0.01701666666666663,-0.01898374999999997,-0.015049583333333283,-3.019983653398268,2.6265388536536446e-16,30
100,targeted_whitebox,0.3,none,0.0,0,post_failure,accuracy_macro,B7,B3Q,0.8139490597803789,0.8607578276341634,-0.04680876785378448,-0.05268589289906356,-0.041091289913126855,-2.8376939495041262,1.3382699379162255e-15,30
100,targeted_whitebox,0.5,none,0.0,0,post_failure,knowledge_survival,B6,B2,0.7864166666666664,0.8746833333333333,-0.08826666666666666,-0.09091666666666667,-0.08553333333333332,-11.520442788264951,1.3386862428893638e-32,30
100,targeted_whitebox,0.5,none,0.0,0,post_failure,accuracy_macro,B6,B2,0.5420225567008418,0.6043527945773167,-0.06233023787647508,-0.06650978312179308,-0.05823130548151667,-5.252728234271092,7.120087539878948e-23,30
100,targeted_whitebox,0.5,none,0.0,0,post_failure,iss,B6,B2,0.6440640906492869,0.9999138871828716,-0.3558497965335846,-0.3591130517423153,-0.35267405629158016,-39.078819651083414,6.072292575680808e-48,30
100,targeted_whitebox,0.5,none,0.0,0,post_failure,iss,B6,B4,0.6440640906492869,0.673387203613917,-0.029323112964630128,-0.04845981811483701,-0.01071599930524827,-0.5467884293193568,0.005569826041796813,30
100,targeted_whitebox,0.5,none,0.0,0,post_failure,knowledge_survival,B7,B2,0.8443166666666667,0.8746833333333333,-0.030366666666666663,-0.03269999999999999,-0.028016666666666665,-4.612477288970982,2.6829587363143056e-21,30
100,targeted_whitebox,0.5,none,0.0,0,post_failure,iss,B7,B2,0.6437960783640544,0.9999138871828716,-0.35611780881881716,-0.3587771771848202,-0.35363922665516534,-48.550243833671786,1.1257991040741697e-50,30
100,targeted_whitebox,0.5,none,0.0,0,post_failure,knowledge_survival,B7,B3Q,0.8443166666666667,0.86085,-0.01653333333333334,-0.01955,-0.013700000000000006,-1.969107397141888,1.1558197687263537e-11,30
100,targeted_whitebox,0.5,none,0.0,0,post_failure,accuracy_macro,B7,B3Q,0.7188088991094342,0.765051714486355,-0.046242815376921174,-0.0539343997223619,-0.03856589354036175,-2.0854171869574594,2.9749922128050343e-12,30
100,targeted_whitebox,0.7,none,0.0,0,post_failure,knowledge_survival,B6,B2,0.6014,0.8723166666666665,-0.27091666666666664,-0.2746,-0.26754999999999995,-26.795134603240705,3.401643969061848e-43,30
100,targeted_whitebox,0.7,none,0.0,0,post_failure,accuracy_macro,B6,B2,0.3899248226699614,0.6012664336357815,-0.2113416109658198,-0.215240012031181,-0.20740301630088862,-18.844695354440248,9.046071607297283e-39,30
100,targeted_whitebox,0.7,none,0.0,0,post_failure,iss,B6,B2,0.4414835373560588,0.9950798253218333,-0.5535962879657745,-0.5579428274184465,-0.5496281280616919,-47.43218213085408,2.2119369352525183e-50,30
100,targeted_whitebox,0.7,none,0.0,0,post_failure,knowledge_survival,B6,B4,0.6014,0.6284166666666666,-0.027016666666666658,-0.03958333333333331,-0.014399999999999994,-0.7461353489154564,0.0003159450551704399,30
100,targeted_whitebox,0.7,none,0.0,0,post_failure,iss,B6,B4,0.4414835373560588,0.47546948691209157,-0.03398594955603282,-0.05181024166444937,-0.016355708961685516,-0.6682017618964348,0.0009987056089057094,30
100,targeted_whitebox,0.7,none,0.0,0,post_failure,knowledge_survival,B7,B2,0.6456,0.8723166666666665,-0.22671666666666662,-0.23066666666666666,-0.2227666666666667,-20.447106983625343,8.533206069413673e-40,30
100,targeted_whitebox,0.7,none,0.0,0,post_failure,accuracy_macro,B7,B2,0.5153470456441168,0.6012664336357815,-0.08591938799166465,-0.09228366246407754,-0.0795331647448741,-4.726663498381551,1.3591827363804004e-21,30
100,targeted_whitebox,0.7,none,0.0,0,post_failure,iss,B7,B2,0.4424028823773066,0.9950798253218333,-0.5526769429445266,-0.5567859634011983,-0.5489654637376468,-49.58756590601581,6.099643357032944e-51,30
100,targeted_whitebox,0.7,none,0.0,0,post_failure,knowledge_survival,B7,B3Q,0.6456,0.6608833333333334,-0.015283333333333345,-0.019700000000000013,-0.01118333333333336,-1.2712780598426665,1.1801363025877948e-07,30
100,targeted_whitebox,0.7,none,0.0,0,post_failure,accuracy_macro,B7,B3Q,0.5153470456441168,0.5499114912819277,-0.03456444563781106,-0.04200961772266203,-0.027778932313094005,-1.7053665054768057,3.0299457724852285e-10,30
100,targeted_whitebox,0.9,none,0.0,0,post_failure,knowledge_survival,B6,B3,0.23964999999999997,0.25123333333333336,-0.011583333333333336,-0.017633333333333338,-0.005932916666666672,-0.7233232847111448,0.000443742871752432,30
100,targeted_whitebox,0.9,none,0.0,0,post_failure,iss,B6,B3,0.16115563710530598,0.1675356740752856,-0.006380036969979604,-0.01098791350920995,-0.0020849615087111797,-0.5081390618433372,0.00937267291449826,30
100,targeted_whitebox,0.9,none,0.0,0,post_failure,knowledge_survival,B6,B5,0.23964999999999997,0.25166666666666665,-0.01201666666666667,-0.017266666666666666,-0.007000000000000002,-0.8403949564185568,7.63529799732656e-05,30
100,targeted_whitebox,0.9,none,0.0,0,post_failure,knowledge_survival,B6,B2,0.23964999999999997,0.82775,-0.5881,-0.5942,-0.5823,-35.575012628173084,9.239550370180056e-47,30
100,targeted_whitebox,0.9,none,0.0,0,post_failure,accuracy_macro,B6,B2,0.13987998529015383,0.5627640551877904,-0.4228840698976366,-0.42880331060316007,-0.4170721410149496,-25.926844274798047,8.831065223390608e-43,30
100,targeted_whitebox,0.9,none,0.0,0,post_failure,iss,B6,B2,0.16115563710530598,0.8726520776748657,-0.7114964405695597,-0.7156077223892013,-0.7076751346389453,-63.4566688908072,4.7885831118829257e-54,30
100,targeted_whitebox,0.9,none,0.0,0,post_failure,knowledge_survival,B6,B4,0.23964999999999997,0.44811666666666666,-0.2084666666666667,-0.21698333333333333,-0.20023291666666665,-8.694321433382154,4.3474686885124603e-29,30
100,targeted_whitebox,0.9,none,0.0,0,post_failure,accuracy_macro,B6,B4,0.13987998529015383,0.267825091433675,-0.12794510614352117,-0.1344936236735835,-0.12152738601393072,-6.915094624374596,3.001901631756055e-26,30
100,targeted_whitebox,0.9,none,0.0,0,post_failure,iss,B6,B4,0.16115563710530598,0.2741998225450516,-0.11304418543974558,-0.12122008691231409,-0.10531779328982036,-4.981959462803225,3.13366361267776e-22,30
100,targeted_whitebox,0.9,none,0.0,0,post_failure,knowledge_survival,B7,B2,0.2594,0.82775,-0.56835,-0.5742499999999999,-0.5627166666666666,-34.91897273689146,1.5845244460974878e-46,30
100,targeted_whitebox,0.9,none,0.0,0,post_failure,accuracy_macro,B7,B2,0.18884716738051519,0.5627640551877904,-0.37391688780727517,-0.38030405054344196,-0.3674946781865695,-20.419380919942256,8.874904431114473e-40,30
100,targeted_whitebox,0.9,none,0.0,0,post_failure,iss,B7,B2,0.16162682622671126,0.8726520776748657,-0.7110252514481544,-0.714537108639876,-0.7075722207377354,-71.68996268722398,1.3933886311176018e-55,30
100,targeted_whitebox,0.9,none,0.0,0,post_failure,knowledge_survival,B7,B3Q,0.2594,0.2744,-0.015000000000000001,-0.020333333333333328,-0.009833333333333333,-1.0140052980166943,5.448882864910072e-06,30
100,targeted_whitebox,0.9,none,0.0,0,post_failure,accuracy_macro,B7,B3Q,0.18884716738051519,0.20864261873477838,-0.019795451354263176,-0.025605898677914365,-0.013710190072329952,-1.17608295705519,4.777702474631374e-07,30
100,targeted_whitebox,0.9,none,0.0,0,post_failure,iss,B7,B3Q,0.16162682622671126,0.16848180443048477,-0.006854978203773498,-0.010950118650992711,-0.003109741707642874,-0.6217421768871121,0.0019527143020183317,30
100,targeted_world,0.1,none,0.0,0,post_failure,iss,B6,B2,0.8924560666084289,1.0,-0.10754393339157105,-0.10902492761611939,-0.10611102287968001,-25.903857858738267,9.060844325759792e-43,30
100,targeted_world,0.1,none,0.0,0,post_failure,iss,B6,B4,0.8924560666084289,0.9785644392172496,-0.0861083726088206,-0.08968833059072494,-0.0816252912580967,-7.555176806141746,2.4103167517286567e-27,30
100,targeted_world,0.1,none,0.0,0,post_failure,iss,B7,B2,0.8931079606215159,1.0,-0.10689203937848409,-0.10835028876860936,-0.10537931581338247,-25.20345459372037,2.0040177095539974e-42,30
100,targeted_world,0.1,none,0.0,0,post_failure,knowledge_survival,B7,B3Q,0.9425666666666667,0.9628666666666666,-0.020300000000000006,-0.02213333333333334,-0.018533333333333346,-3.9465030044039224,1.978631506690519e-19,30
100,targeted_world,0.1,none,0.0,0,post_failure,accuracy_macro,B7,B3Q,0.8353659881083028,0.8914063290276223,-0.05604034091931933,-0.061262535180918114,-0.050933801537924914,-3.7857738078678906,6.155063623387735e-19,30
100,targeted_world,0.3,none,0.0,0,post_failure,knowledge_survival,B6,B2,0.8698333333333331,0.8739666666666666,-0.004133333333333326,-0.005816666666666659,-0.0024666666666666687,-0.8717395167678638,4.743329346067557e-05,30
100,targeted_world,0.3,none,0.0,0,post_failure,iss,B6,B2,0.801463383436203,1.0,-0.198536616563797,-0.2007723109424114,-0.19640755419929823,-32.279435955952664,1.545280565141295e-45,30
100,targeted_world,0.3,none,0.0,0,post_failure,iss,B6,B4,0.801463383436203,0.8904841144879659,-0.0890207310517629,-0.10568081021308899,-0.07059301510453225,-1.7681671435142994,1.358457252824626e-10,30
100,targeted_world,0.3,none,0.0,0,post_failure,iss,B7,B2,0.8014996767044067,1.0,-0.19850032329559325,-0.20087840527296066,-0.19629533593853316,-30.778242539488236,6.140792097206113e-45,30
100,targeted_world,0.3,none,0.0,0,post_failure,knowledge_survival,B7,B3Q,0.9363833333333335,0.953,-0.01661666666666666,-0.018666666666666644,-0.014566666666666676,-2.8718959640203843,9.79806397735779e-16,30
100,targeted_world,0.3,none,0.0,0,post_failure,accuracy_macro,B7,B3Q,0.8245055786597766,0.8741766446672464,-0.04967106600747016,-0.0556996466581247,-0.043533839534097736,-2.874994789511095,9.526552911047092e-16,30
100,targeted_world,0.5,none,0.0,0,post_failure,knowledge_survival,B6,B2,0.8328333333333332,0.8740333333333334,-0.04120000000000002,-0.04455000000000001,-0.038133333333333366,-4.499168805910082,5.3502681325658836e-21,30
100,targeted_world,0.5,none,0.0,0,post_failure,accuracy_macro,B6,B2,0.5844367643924837,0.6019675449673227,-0.017530780574839023,-0.022837654747079054,-0.012672384634026687,-1.2158845808503784,2.6537562409383364e-07,30
100,targeted_world,0.5,none,0.0,0,post_failure,iss,B6,B2,0.6775943497816722,1.0,-0.32240565021832784,-0.3270218416551749,-0.3181344141066074,-26.03418197962989,7.835217741696486e-43,30
100,targeted_world,0.5,none,0.0,0,post_failure,iss,B6,B4,0.6775943497816722,0.7605177581310272,-0.08292340834935506,-0.10327639450629553,-0.06230677952369056,-1.423147074079766,1.3499175532806682e-08,30
100,targeted_world,0.5,none,0.0,0,post_failure,iss,B7,B2,0.6783761362234751,1.0,-0.32162386377652485,-0.325786984115839,-0.3178098378578822,-28.80739891885423,4.1763674590449765e-44,30
100,targeted_world,0.5,none,0.0,0,post_failure,accuracy_macro,B7,B3Q,0.7760733534617973,0.8063451048839049,-0.03027175142210755,-0.03605045554838133,-0.024270843203711978,-1.7649760911370507,1.4144459447004686e-10,30
100,targeted_world,0.7,none,0.0,0,post_failure,knowledge_survival,B6,B2,0.6822499999999999,0.874,-0.19175,-0.19761666666666666,-0.18600000000000003,-11.581217596424803,1.1504656219994761e-32,30
100,targeted_world,0.7,none,0.0,0,post_failure,accuracy_macro,B6,B2,0.4550154009009179,0.6031251001700108,-0.14810969926909276,-0.15457396335627954,-0.14191814261020874,-8.272227926856578,1.8070551376936964e-28,30
100,targeted_world,0.7,none,0.0,0,post_failure,iss,B6,B2,0.4907853980859121,0.9980069776376088,-0.5072215795516968,-0.5126639120280743,-0.5020667032897473,-33.73145746223764,4.318344513927755e-46,30
100,targeted_world,0.7,none,0.0,0,post_failure,knowledge_survival,B6,B4,0.6822499999999999,0.7027666666666669,-0.020516666666666676,-0.03618375000000001,-0.004516250000000016,-0.4601202407632334,0.017488885444731646,30
100,targeted_world,0.7,none,0.0,0,post_failure,iss,B6,B4,0.4907853980859121,0.5904988954464595,-0.09971349736054738,-0.12184982756773631,-0.07771798439323903,-1.5906838734411115,1.3648413394903347e-09,30
100,targeted_world,0.7,none,0.0,0,post_failure,knowledge_survival,B7,B2,0.7356666666666666,0.874,-0.1383333333333333,-0.14475041666666666,-0.13246624999999998,-7.836925899720085,8.474467072258428e-28,30
100,targeted_world,0.7,none,0.0,0,post_failure,iss,B7,B2,0.4920549641052882,0.9980069776376088,-0.5059520135323207,-0.5115368011097113,-0.5008750060945749,-33.70893229201619,4.402745218077179e-46,30
100,targeted_world,0.7,none,0.0,0,post_failure,accuracy_macro,B7,B3Q,0.6044239414818661,0.6197465833218161,-0.015322641839950009,-0.02261158181279009,-0.008040146189383332,-0.7372898274830144,0.0003605092529372246,30
100,targeted_world,0.9,none,0.0,0,post_failure,iss,B6,B3,0.1943312332034111,0.20051416903734207,-0.006182935833930969,-0.01103406686335802,-0.0013531488925218615,-0.4513014879332149,0.01955227254592344,30
100,targeted_world,0.9,none,0.0,0,post_failure,knowledge_survival,B6,B2,0.2945666666666667,0.8417833333333333,-0.5472166666666667,-0.5553666666666667,-0.539,-23.731126702764787,1.1450560359092268e-41,30
100,targeted_world,0.9,none,0.0,0,post_failure,accuracy_macro,B6,B2,0.17313107345074855,0.5741030994336047,-0.4009720259828562,-0.40754226781296066,-0.39425108598711595,-21.43953216241117,2.1650309359933953e-40,30
100,targeted_world,0.9,none,0.0,0,post_failure,iss,B6,B2,0.1943312332034111,0.8956715325514476,-0.7013402993480364,-0.7072364721198877,-0.695487949202458,-42.60706080637325,4.957933982561702e-49,30
100,targeted_world,0.9,none,0.0,0,post_failure,knowledge_survival,B6,B4,0.2945666666666667,0.5043166666666667,-0.20975000000000002,-0.22790000000000002,-0.1919325000000001,-4.099873198108573,6.956471875249657e-20,30
100,targeted_world,0.9,none,0.0,0,post_failure,accuracy_macro,B6,B4,0.17313107345074855,0.3093039731202713,-0.13617289966952267,-0.14953748885075632,-0.12322885039507243,-3.6465182691807363,1.7034996726317712e-18,30
100,targeted_world,0.9,none,0.0,0,post_failure,iss,B6,B4,0.1943312332034111,0.3286123608549436,-0.1342811276515325,-0.15190311002234616,-0.11742305406679711,-2.743588672357718,3.205361028121143e-15,30
100,targeted_world,0.9,none,0.0,0,post_failure,knowledge_survival,B7,B2,0.31734999999999997,0.8417833333333333,-0.5244333333333334,-0.5332004166666666,-0.5156995833333333,-21.68337405228755,1.560683991108605e-40,30
100,targeted_world,0.9,none,0.0,0,post_failure,accuracy_macro,B7,B2,0.23219198624200624,0.5741030994336047,-0.3419111131915985,-0.35029659004209407,-0.3335961492648309,-14.643152852923688,1.3264630688720327e-35,30
100,targeted_world,0.9,none,0.0,0,post_failure,iss,B7,B2,0.1931395654877027,0.8956715325514476,-0.7025319670637449,-0.7085577645773689,-0.6965931065008044,-42.39443471161624,5.73161768960524e-49,30
100,targeted_world,0.9,none,0.0,0,post_failure,knowledge_survival,B7,B3Q,0.31734999999999997,0.32985000000000003,-0.01250000000000001,-0.02056666666666668,-0.004383333333333342,-0.5514068554441688,0.005228809254869775,30
100,targeted_world,0.9,none,0.0,0,post_failure,accuracy_macro,B7,B3Q,0.23219198624200624,0.2530004685275186,-0.02080848228551242,-0.027821922725650625,-0.013475667800701228,-1.0359410455550162,3.908123094637199e-06,30
100,targeted_world,0.9,none,0.0,0,post_failure,iss,B7,B3Q,0.1931395654877027,0.20211843599875767,-0.008978870511054993,-0.014108092586199442,-0.004027896846334141,-0.6392009556693228,0.0015202534002015419,30
1000,correlated_domain,0.1,none,0.0,0,post_failure,iss,B6,B2,0.8973328113555908,1.0,-0.10266718864440919,-0.10397278269131979,-0.1013719883064429,-27.867830131700043,1.091285584441528e-43,30
1000,correlated_domain,0.1,none,0.0,0,post_failure,iss,B6,B4,0.8973328113555908,0.99208904504776,-0.09475623369216919,-0.09674309233824413,-0.09276477719346682,-16.898366417524795,2.1155265037833675e-37,30
1000,correlated_domain,0.1,none,0.0,0,post_failure,iss,B7,B2,0.8976108849048614,1.0,-0.10238911509513855,-0.10361920982599258,-0.10120268762111664,-30.00176211061264,1.2873992598407813e-44,30
1000,correlated_domain,0.1,none,0.0,0,post_failure,knowledge_survival,B7,B3Q,0.9437833333333333,0.9639333333333333,-0.02015,-0.02195,-0.018450000000000005,-4.055036741627045,9.408419931263403e-20,30
1000,correlated_domain,0.1,none,0.0,0,post_failure,accuracy_macro,B7,B3Q,0.8398554405964327,0.8946606981188966,-0.05480525752246388,-0.0590436893812344,-0.050679133170140896,-4.538696571905415,4.197858916734766e-21,30
1000,correlated_domain,0.3,none,0.0,0,post_failure,knowledge_survival,B6,B2,0.8707166666666668,0.8767499999999999,-0.0060333333333333315,-0.007816666666666654,-0.004316666666666683,-1.2050333604972752,3.1137394561151404e-07,30
1000,correlated_domain,0.3,none,0.0,0,post_failure,iss,B6,B2,0.8132213373978933,1.0,-0.18677866260210674,-0.18843730330467226,-0.18509817202885945,-39.48870578993186,4.4876593901445954e-48,30
1000,correlated_domain,0.3,none,0.0,0,post_failure,iss,B6,B4,0.8132213373978933,0.9532149215539296,-0.13999358415603638,-0.14463565637667972,-0.13478556136290232,-9.84192063456257,1.2407323150958511e-30,30
1000,correlated_domain,0.3,none,0.0,0,post_failure,iss,B7,B2,0.8132603466510773,1.0,-0.18673965334892273,-0.18861131250858307,-0.1848815027376016,-35.056951278298406,1.413412644858166e-46,30
1000,correlated_domain,0.3,none,0.0,0,post_failure,knowledge_survival,B7,B3Q,0.9382,0.9548833333333332,-0.016683333333333324,-0.01863333333333332,-0.014799583333333323,-3.0507860955076187,2.0105892373167607e-16,30
1000,correlated_domain,0.3,none,0.0,0,post_failure,accuracy_macro,B7,B3Q,0.830891889461521,0.880325735422383,-0.04943384596086209,-0.054271038544174637,-0.044637500540506206,-3.59283111682575,2.545211784086578e-18,30
1000,correlated_domain,0.5,none,0.0,0,post_failure,knowledge_survival,B6,B2,0.8324999999999999,0.8765833333333334,-0.044083333333333356,-0.046783333333333336,-0.041466666666666686,-5.870061058250466,3.1207630668220048e-24,30
1000,correlated_domain,0.5,none,0.0,0,post_failure,accuracy_macro,B6,B2,0.5835311318899952,0.604886019690246,-0.02135488780025068,-0.025616933128036114,-0.01700752931636343,-1.7684393180843718,1.353788140904509e-10,30
1000,correlated_domain,0.5,none,0.0,0,post_failure,iss,B6,B2,0.6937825043996175,1.0,-0.30621749560038247,-0.30899088447292644,-0.3034181582927704,-38.32946573225373,1.0642703611422578e-47,30
1000,correlated_domain,0.5,none,0.0,0,post_failure,iss,B6,B4,0.6937825043996175,0.8571544905503591,-0.16337198615074158,-0.17366975714763006,-0.15318924059470493,-5.55389688590137,1.4863381488210918e-23,30
1000,correlated_domain,0.5,none,0.0,0,post_failure,iss,B7,B2,0.693968282143275,1.0,-0.30603171785672506,-0.30859317655364676,-0.3035713591674964,-42.54659591507614,5.1662745076765436e-49,30
1000,correlated_domain,0.5,none,0.0,0,post_failure,knowledge_survival,B7,B3Q,0.8943166666666664,0.8994333333333336,-0.0051166666666666765,-0.008116666666666671,-0.0021833333333333518,-0.6002313114873137,0.002650328903989378,30
1000,correlated_domain,0.5,none,0.0,0,post_failure,accuracy_macro,B7,B3Q,0.7764726591227176,0.8106436437568867,-0.03417098463416903,-0.039298126495400425,-0.02926372273442148,-2.3485937724091595,1.643720408128004e-13,30
1000,correlated_domain,0.7,none,0.0,0,post_failure,knowledge_survival,B6,B2,0.6869166666666666,0.8765499999999999,-0.18963333333333335,-0.1929833333333333,-0.18630000000000002,-19.798613016781324,2.1681646688219343e-39,30
1000,correlated_domain,0.7,none,0.0,0,post_failure,accuracy_macro,B6,B2,0.4568609554206342,0.6062759743089953,-0.14941501888836098,-0.15444508325228726,-0.1443707116052514,-10.227342368420683,4.114600918032049e-31,30
1000,correlated_domain,0.7,none,0.0,0,post_failure,iss,B6,B2,0.5107419818639756,0.998173991839091,-0.48743200997511543,-0.49073494426906106,-0.48400735857586064,-51.125469876360484,2.516374193172691e-51,30
1000,correlated_domain,0.7,none,0.0,0,post_failure,knowledge_survival,B6,B4,0.6869166666666666,0.7701333333333333,-0.08321666666666665,-0.0888333333333333,-0.07764999999999998,-5.147806618649816,1.2534720353360062e-22,30
1000,correlated_domain,0.7,none,0.0,0,post_failure,accuracy_macro,B6,B4,0.4568609554206342,0.49653511586188126,-0.03967416044124706,-0.04556041333936917,-0.03387378073497889,-2.366894637778892,1.3554628970686755e-13,30
1000,correlated_domain,0.7,none,0.0,0,post_failure,iss,B6,B4,0.5107419818639756,0.7145544211069743,-0.20381243924299877,-0.21500347097714742,-0.19285916862388452,-6.397711797766835,2.7323678332162412e-25,30
1000,correlated_domain,0.7,none,0.0,0,post_failure,knowledge_survival,B7,B2,0.7351999999999997,0.8765499999999999,-0.14135,-0.14575,-0.1370333333333333,-11.377481404201108,1.9179293941663842e-32,30
1000,correlated_domain,0.7,none,0.0,0,post_failure,iss,B7,B2,0.5093201478322347,0.998173991839091,-0.4888538440068563,-0.49204406782984733,-0.4858946436643601,-55.730348440910916,2.0651577651421834e-52,30
1000,correlated_domain,0.7,none,0.0,0,post_failure,accuracy_macro,B7,B3Q,0.6036810800353474,0.6187079027468134,-0.015026822711465763,-0.02151927130463159,-0.008972366272524564,-0.8485477525596166,6.746859089778781e-05,30
1000,correlated_domain,0.9,none,0.0,0,post_failure,knowledge_survival,B6,B2,0.31596666666666656,0.8424333333333334,-0.5264666666666666,-0.5310333333333334,-0.5221833333333333,-41.720017413006,9.122988127007284e-49,30
1000,correlated_domain,0.9,none,0.0,0,post_failure,accuracy_macro,B6,B2,0.1867176588284997,0.5741506646503157,-0.3874330058218159,-0.39253866992509145,-0.38257517715886774,-27.13913168555768,2.3509051740071515e-43,30
1000,correlated_domain,0.9,none,0.0,0,post_failure,iss,B6,B2,0.21205521921316783,0.8954468349615733,-0.6833916157484055,-0.6861315965776642,-0.6805711983392636,-87.87503910485621,3.80756581916605e-58,30
1000,correlated_domain,0.9,none,0.0,0,post_failure,knowledge_survival,B6,B4,0.31596666666666656,0.5838833333333333,-0.2679166666666666,-0.2819170833333333,-0.25294916666666667,-6.518889789256945,1.6047239635681746e-25,30
1000,correlated_domain,0.9,none,0.0,0,post_failure,accuracy_macro,B6,B4,0.1867176588284997,0.36007292560969717,-0.17335526678119753,-0.1841572082189151,-0.1622941229675318,-5.583599175908504,1.2791065410668046e-23,30
1000,correlated_domain,0.9,none,0.0,0,post_failure,iss,B6,B4,0.21205521921316783,0.41370818118254343,-0.2016529619693756,-0.2168579974770546,-0.18568579779316982,-4.588251128678523,3.1055232320622987e-21,30
1000,correlated_domain,0.9,none,0.0,0,post_failure,knowledge_survival,B7,B2,0.3391,0.8424333333333334,-0.5033333333333334,-0.5076333333333333,-0.49918333333333337,-41.98635788340943,7.586333726352808e-49,30
1000,correlated_domain,0.9,none,0.0,0,post_failure,accuracy_macro,B7,B2,0.2513945863224805,0.5741506646503157,-0.3227560783278351,-0.3284383967340489,-0.31695913263461234,-19.664709306969517,2.6385009378031932e-39,30
1000,correlated_domain,0.9,none,0.0,0,post_failure,iss,B7,B2,0.21159196595350901,0.8954468349615733,-0.6838548690080642,-0.6871507975334923,-0.6807885184511542,-75.2118911151384,3.46865099354643e-56,30
1000,correlated_org,0.1,none,0.0,0,post_failure,knowledge_survival,B6,B3,0.8753166666666666,0.8771833333333333,-0.001866666666666672,-0.003166666666666677,-0.0005833333333333578,-0.5096940674478413,0.009181211152621882,30
1000,correlated_org,0.1,none,0.0,0,post_failure,knowledge_survival,B6,B2,0.8753166666666666,0.8770000000000002,-0.0016833333333333403,-0.003116666666666664,-0.0002829166666666754,-0.41914674024343995,0.02910997033736874,30
1000,correlated_org,0.1,none,0.0,0,post_failure,iss,B6,B2,0.8971893390019735,1.0,-0.10281066099802653,-0.10380880648891132,-0.10180076400438945,-36.404280250516926,4.73855727752365e-47,30
1000,correlated_org,0.1,none,0.0,0,post_failure,iss,B6,B4,0.8971893390019735,0.98033580382665,-0.08314646482467651,-0.08719463989138602,-0.07872444495558739,-6.855974863774897,3.832159865965515e-26,30
1000,correlated_org,0.1,none,0.0,0,post_failure,iss,B7,B2,0.8974368472894033,1.0,-0.10256315271059673,-0.10372532998522123,-0.10148069163163503,-32.58767563869766,1.1733233538788635e-45,30
1000,correlated_org,0.1,none,0.0,0,post_failure,knowledge_survival,B7,B3Q,0.9438333333333334,0.9635,-0.019666666666666676,-0.02121708333333336,-0.01816666666666667,-4.535917103770928,4.269805857868416e-21,30
1000,correlated_org,0.1,none,0.0,0,post_failure,accuracy_macro,B7,B3Q,0.8388665681627132,0.8939769288398616,-0.05511036067714845,-0.05967094429486416,-0.0505559727693468,-4.264076948806542,2.3598932858375833e-20,30
1000,correlated_org,0.3,none,0.0,0,post_failure,knowledge_survival,B6,B2,0.8716666666666666,0.87655,-0.004883333333333318,-0.006433750000000001,-0.0033833333333333085,-1.0939839279089498,1.6281542970298461e-06,30
1000,correlated_org,0.3,none,0.0,0,post_failure,iss,B6,B2,0.8135267893473307,1.0,-0.18647321065266928,-0.1887337124844392,-0.1841756803294023,-28.804705967931856,4.187692512139263e-44,30
