question_budget,condition,system,accuracy_macro,acc_ci_low,acc_ci_high,knowledge_survival,acc_revision_sensitive,contradiction_f1,ece_recalibrated,storage_per_claim,messages_per_claim,n_seeds
0.05,correlated_org|0.5|none|0.0|0|post_failure,B3,0.5626755413368676,0.5611145388456362,0.564236543828099,0.8210266666666667,0.08272918309550491,0.45794556065792147,0.0041716125142204205,4.0,8.0,15
0.1,correlated_org|0.5|none|0.0|0|post_failure,B3,0.5626755413368676,0.5611145388456362,0.564236543828099,0.8210266666666667,0.08272918309550491,0.45794556065792147,0.0041716125142204205,4.0,8.0,15
0.2,correlated_org|0.5|none|0.0|0|post_failure,B3,0.5626755413368676,0.5611145388456362,0.564236543828099,0.8210266666666667,0.08272918309550491,0.45794556065792147,0.0041716125142204205,4.0,8.0,15
0.4,correlated_org|0.5|none|0.0|0|post_failure,B3,0.5626755413368676,0.5611145388456362,0.564236543828099,0.8210266666666667,0.08272918309550491,0.45794556065792147,0.0041716125142204205,4.0,8.0,15
0.6,correlated_org|0.5|none|0.0|0|post_failure,B3,0.5626755413368676,0.5611145388456362,0.564236543828099,0.8210266666666667,0.08272918309550491,0.45794556065792147,0.0041716125142204205,4.0,8.0,15
1.0,correlated_org|0.5|none|0.0|0|post_failure,B3,0.5626755413368676,0.5611145388456362,0.564236543828099,0.8210266666666667,0.08272918309550491,0.45794556065792147,0.0041716125142204205,4.0,8.0,15
2.0,correlated_org|0.5|none|0.0|0|post_failure,B3,0.5626755413368676,0.5611145388456362,0.564236543828099,0.8210266666666667,0.08272918309550491,0.45794556065792147,0.0041716125142204205,4.0,8.0,15
0.05,random|0.3|node_coordinated|0.2|0|post_failure,B3,0.499793919717396,0.49621969090148,0.503368148533312,0.75243,0.0682768299103315,0.5399097222648485,0.008985869115500193,4.0,8.0,15
0.1,random|0.3|node_coordinated|0.2|0|post_failure,B3,0.499793919717396,0.49621969090148,0.503368148533312,0.75243,0.0682768299103315,0.5399097222648485,0.008985869115500193,4.0,8.0,15
0.2,random|0.3|node_coordinated|0.2|0|post_failure,B3,0.499793919717396,0.49621969090148,0.503368148533312,0.75243,0.0682768299103315,0.5399097222648485,0.008985869115500193,4.0,8.0,15
